geneID	Mapman ANN	description	At homolog	At Tair9 short description	RPKM-base	RPKM-1cm	RPKM+4 cm	RPKMtip	GeneName
GRMZM2G065718	cell wall.cell wall proteins.AGPs	fasciclin-like arabinogalactan protein 8 precursor, putative, expressed	AT3G60900.1	FLA10	105.9824127	71.95990378	13.45767819	4.116524333	FLA10
GRMZM2G065757	protein.degradation.aspartate protease	aspartic proteinase oryzasin-1 precursor, putative, expressed	AT1G11910.1	aspartyl protease family protein	37.77864359	50.70689987	28.5288809	22.89207434	APA1
GRMZM2G065822	signalling.G-proteins	expressed protein	AT4G07410.1	transducin family protein / WD-40 repeat family protein	10.76162778	9.78107857	4.03771169	5.485809242	PCN
GRMZM2G065896	RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family	GATA transcription factor 25, putative, expressed	AT1G51600.2	TIFY2A; sequence-specific DNA binding / transcription factor/ zinc ion binding	1.08617838	6.41699505	12.58332256	13.18398866	ZML2
GRMZM2G065928	misc.cytochrome P450	ent-kaurenoic acid oxidase 1, putative, expressed	AT3G19270.1	CYP707A4; (+)-abscisic acid 8'-hydroxylase/ oxygen binding	1.781497871	52.79415991	110.6622536	109.7362298	CYP707A4
GRMZM2G065989	not assigned	ids4-like protein, putative, expressed	AT2G45130.1	SPX3 (SPX DOMAIN GENE 3)	0.511417743	0	0.163145266	2.691571589	SPX3
GRMZM2G066024	glycolysis.aldolase	fructose-bisphosphate aldolase cytoplasmic isozyme, putative, expressed	AT2G36460.1	fructose-bisphosphate aldolase, putative	394.1691027	94.42983885	15.43858778	18.09125146	FBA6
GRMZM2G066041	protein.degradation	latex-abundant protein, putative, expressed	AT1G79330.1	ATMC5 (ARABIDOPSIS THALIANA METACASPASE 5); cysteine-type endopeptidase	17.82538241	4.603866969	1.063514688	0.662437284	MC5
GRMZM2G066080	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	acetyl-coenzyme A carboxylase, putative, expressed	AT1G36160.1	ACC1 (ACETYL-COENZYME A CARBOXYLASE 1); acetyl-CoA carboxylase	27.58832419	33.41058521	8.914686463	4.557856578	ACC1
GRMZM2G066101	DNA.synthesis/chromatin structure	DNA replication licensing factor mcm4, putative, expressed	AT2G16440.1	DNA replication licensing factor, putative	28.84788669	0.594299828	0.045822301	0.018589588	MCM4
GRMZM2G066111	mitochondrial electron transport / ATP synthesis.F1-ATPase	hypothetical protein	ATMG00640.1	0	5.868687725	1.233567742	0.884310465	2.179193327	ORF25
GRMZM2G066165	not assigned	expressed protein	AT3G55990.1	ESK1 (ESKIMO 1)	4.887688067	7.955028975	1.491748417	1.854255463	ESK1
GRMZM2G066191	cell.organisation	tubulin beta-8 chain, putative, expressed	AT5G23860.1	TUB8; structural constituent of cytoskeleton	206.8420467	39.5096065	10.13960665	7.418776696	TUB8
GRMZM2G066222	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27	40S ribosomal protein S27, putative, expressed	AT3G61110.1	ARS27A (ARABIDOPSIS RIBOSOMAL PROTEIN S27); structural constituent of ribosome	509.1248955	178.6683275	35.70727458	69.67925636	RS27A
GRMZM2G066260	secondary metabolism.simple phenols	multicopper oxidase family protein, expressed	AT5G05390.1	LAC12 (laccase 12); laccase	0.512102573	1.898484367	0.007990617	0	LAC12
GRMZM2G066274	hormone metabolism.brassinosteroid.signal transduction.BRI	receptor-like kinase RHG1, putative, expressed	AT3G51740.1	IMK2 (INFLORESCENCE MERISTEM RECEPTOR-LIKE KINASE 2); ATP binding / kinase/ protein kinase/ protein serine/threonine kinase	17.77619855	0	0	0	IMK2
GRMZM2G066290	lipid metabolism.FA synthesis and FA elongation.pyruvate kinase	pyruvate kinase isozyme A, chloroplast precursor, putative, expressed	AT3G22960.1	PKP-ALPHA; pyruvate kinase	33.6416028	7.623340651	1.502612077	2.101538799	PKP-ALPHA
GRMZM2G066316	PS.lightreaction.NADH DH	expressed protein	AT1G70760.1	CRR23 ((chlororespiratory reduction 23)	22.47204805	169.6503659	591.3217971	660.0871247	NdhL
GRMZM2G066326	protein.degradation.cysteine protease	xylem cysteine proteinase 2 precursor, putative, expressed	AT1G20850.1	XCP2 (xylem cysteine peptidase 2); cysteine-type peptidase/ peptidase	123.3843808	247.3779588	0.069391398	0.018767536	XCP2
GRMZM2G066345	secondary metabolism.sulfur-containing.misc.alliinase	alliin lyase precursor, putative, expressed	AT4G24670.2	TAR2 (TRYPTOPHAN AMINOTRANSFERASE RELATED 2); L-tryptophan:2-oxoglutarate aminotransferase/ L-tryptophan:pyruvate aminotransferase/ carbon-sulfur lyase	3.976057836	0.395524843	0.125669563	0.028455471	TAR2
GRMZM2G066362	not assigned	dolichyl-P-Man Man-PP-dolichyl mannosyltransferase, putative, expressed	AT2G47760.1	ALG3; alpha-1,3-mannosyltransferase/ catalytic	9.005147834	9.858962926	3.917311488	4.951640364	ALG3
GRMZM2G066369	misc.glutathione S transferases	glutathione S-transferase GSTU6, putative, expressed	AT1G10360.1	ATGSTU18 (GLUTATHIONE S-TRANSFERASE TAU 18); glutathione transferase	8.098005512	15.45912444	7.196367356	5.004830958	GSTU18
GRMZM2G066413	transport.metabolite transporters at the envelope membrane	triose phosphate/phosphate translocator, non-green plastid,chloroplast precursor, putative, expressed	AT5G33320.1	CUE1 (CAB UNDEREXPRESSED 1); antiporter/ triose-phosphate transmembrane transporter	4.579034786	22.27476922	72.9618659	156.6028661	CUE1
GRMZM2G066426	lipid metabolism.FA synthesis and FA elongation.acyl coa ligase	AMP binding protein, putative, expressed	AT1G30520.1	AAE14 (Acyl-Activating Enzyme 14); AMP binding / o-succinylbenzoate-CoA ligase	2.188826144	10.98895814	14.63147796	15.03913983	AAE14
GRMZM2G066440	RNA.processing.RNA helicase	ATP-dependent RNA helicase-like protein DB10, putative, expressed	AT3G01540.4	DRH1 (DEAD BOX RNA HELICASE 1); ATP-dependent RNA helicase/ ATPase	22.53675181	23.64206658	31.05594092	33.32652021	DRH1
GRMZM2G066441	misc.cytochrome P450	cytochrome P450 94A2, putative, expressed	AT2G45510.1	CYP704A2; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding	0.535748886	4.425800332	7.286556078	13.64833828	CYP704A2
GRMZM2G066485	lipid metabolism.lipid degradation.lysophospholipases.phospholipase D	phospholipase D p1, putative, expressed	AT3G16785.1	PLDP1 (PHOSPHOLIPASE D P1); phospholipase D	2.453472703	6.725889126	5.610988123	5.438110457	PLDP1
GRMZM2G066489	signalling.in sugar and nutrient physiology	glutamate receptor 3.3 precursor, putative, expressed	AT1G42540.1	ATGLR3.3; intracellular ligand-gated ion channel	0.470330023	10.22889133	49.33813461	49.90627515	GLR3.3
GRMZM2G066496	not assigned	ACT domain containing protein, expressed	AT5G04740.1	ACT domain-containing protein	20.99212531	34.67182533	39.07058579	60.51403796	ACR12
GRMZM2G066528	RNA.regulation of transcription.Nucleosome/chromatin assembly factor group	HMG1/2-like protein, putative, expressed	AT1G20696.2	HMGB3 (HIGH MOBILITY GROUP B 3); DNA binding / chromatin binding / structural constituent of chromatin / transcription factor	300.9014402	5.465642257	0.407252135	0.726957344	HMGB3
GRMZM2G066555	protein.synthesis.misc ribososomal protein.BRIX	ribosome production factor 1, putative, expressed	AT1G63780.1	IMP4	26.55249423	17.86803438	7.302555648	13.08323111	IMP4
GRMZM2G066578	secondary metabolism.wax	CER1, putative, expressed	AT1G02205.2	CER1 (ECERIFERUM 1); octadecanal decarbonylase	0.578218704	0.26277215	1.427100489	3.072024716	CER1
GRMZM2G066672	not assigned	expressed protein	AT5G20540.1	ATBRXL4 (BREVIS RADIX-LIKE 4)	17.71560999	1.876343918	1.416146972	1.655245398	BRXL4
GRMZM2G066815	protein.synthesis.initiation	eukaryotic translation initiation factor 4B, putative, expressed	AT3G26400.1	EIF4B1; translation initiation factor	28.44205187	10.71934246	6.011352325	6.704729783	EIF4B1
GRMZM2G066860	not assigned	secretory protein-like, putative, expressed	AT2G33330.1	PDLP3 (PLASMODESMATA-LOCATED PROTEIN 3)	14.66976521	0.261751621	0	0.063655257	PDLP3
GRMZM2G066867	protein.postranslational modification	serine/threonine-protein kinase SAPK10, putative, expressed	AT4G33950.1	OST1 (OPEN STOMATA 1); calcium-dependent protein serine/threonine kinase/ kinase/ protein kinase	56.25429118	28.84885293	16.92834812	10.99012973	OST1
GRMZM2G066876	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase	1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding protein, putative, expressed	AT1G71010.1	phosphatidylinositol-4-phosphate 5-kinase family protein	7.532634626	5.88318342	5.66276078	10.42334696	FAB1C
GRMZM2G066885	redox.ascorbate and glutathione	cytochrome b561, putative, expressed	AT4G25570.1	ACYB-2; carbon-monoxide oxygenase	2.03957426	8.094217655	14.20388824	11.89019032	ACYB-2
GRMZM2G066902	stress.abiotic.heat	heat shock cognate 70 kDa protein 2, putative, expressed	AT5G02500.1	HSC70-1 (HEAT SHOCK COGNATE PROTEIN 70-1); ATP binding	11.30216605	4.013485243	1.703478419	1.640012845	HSC70-1
GRMZM2G066923	transport.unspecified cations	nucleoside transporter, putative, expressed	AT4G05120.1	FUR1 (FUDR RESISTANT 1); nucleoside transmembrane transporter	1.419140987	5.600312206	6.688854029	8.138809153	FUR1
GRMZM2G066996	protein.degradation.serine protease	protein Z, putative, expressed	AT1G47710.1	serpin, putative / serine protease inhibitor, putative	20.18634119	15.42786328	9.493771888	9.680308055	SERPIN1
GRMZM2G067019	RNA.regulation of transcription.SET-domain transcriptional regulator family	SET domain containing protein	AT4G30860.1	SDG4 (SET DOMAIN GROUP 4); histone methyltransferase	7.666399718	3.536115269	1.849897023	0.763202308	SDG4
GRMZM2G067036	misc.acid and other phosphatases	expressed protein	AT3G54020.1	phosphatidic acid phosphatase-related / PAP2-related	16.24935661	6.970647097	5.646084081	6.784793191	AtIPCS1
GRMZM2G067053	signalling.light	transposon protein, putative, Mutator sub-class, expressed	AT4G31820.1	ENP (ENHANCER OF PINOID); protein binding / signal transducer	5.848719395	0.680775803	0.054875761	0.133574847	ENP
GRMZM2G067063	redox.thioredoxin	OsPDIL5-4 - Oryza sativa protein disulfide isomerase, expressed	AT3G20560.1	ATPDIL5-3 (PDI-LIKE 5-3); protein disulfide isomerase	40.45428355	11.10530169	5.796117176	7.118779618	PDIL5-3
GRMZM2G067171	RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family	GATA transcription factor 13, putative, expressed	AT5G25830.1	zinc finger (GATA type) family protein	7.149857388	2.489116793	1.105547913	1.616306424	GATA12
GRMZM2G067176	Co-factor and vitamine metabolism.molybdenum cofactor.gephyrin	molybdopterin biosynthesis CNX1 protein, putative, expressed	AT5G20990.1	B73; molybdenum ion binding	15.31864984	31.10206516	18.94821715	19.78360296	B73
GRMZM2G067225	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase	cytochrome P450 74A2, putative, expressed	AT5G42650.1	AOS (ALLENE OXIDE SYNTHASE); allene oxide synthase/ hydro-lyase/ oxygen binding	215.8381702	23.87382966	3.418950116	4.497805599	AOS
GRMZM2G067313	RNA.regulation of transcription.unclassified	protein binding protein, putative, expressed	AT4G31540.1	ATEXO70G1 (exocyst subunit EXO70 family protein G1); protein binding	4.214411688	0.410752623	0.347346513	0.437792764	EXO70G1
GRMZM2G067453	nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase	UMP-CMP kinase family protein, expressed	AT5G26667.3	PYR6; cytidylate kinase/ uridylate kinase	28.95014017	20.59358524	2.649761332	1.715509187	PYR6
GRMZM2G067456	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L8	60S ribosomal protein L2, putative, expressed	AT2G18020.1	EMB2296 (embryo defective 2296); structural constituent of ribosome	259.7137808	98.03546785	15.17122678	34.39224767	EMB2296
GRMZM2G067460	protein.degradation.ubiquitin.E3.SCF.FBOX	cyclin-like F-box, putative, expressed	AT1G47056.1	VFB1 (VIER F-BOX PROTEINE 1); ubiquitin-protein ligase	17.47065432	8.107462973	5.19606525	5.400805966	VFB1
GRMZM2G067489	protein.degradation.ubiquitin.E3.RING	RING-H2 finger protein ATL2B, putative, expressed	AT2G17730.1	zinc finger (C3HC4-type RING finger) family protein	4.067329855	51.02529026	13.62377238	17.98852991	NIP2
GRMZM2G067511	signalling.calcium	calmodulin, putative, expressed	AT3G43810.1	CAM7 (CALMODULIN 7); calcium ion binding	144.0460822	27.07647242	11.63478623	18.59098473	CAM7
GRMZM2G067546	protein.targeting.secretory pathway.vacuole	vacuolar sorting receptor 1 precursor, putative, expressed	AT3G52850.1	VSR1 (VACUOLAR SORTING RECEPTOR HOMOLOG 1); amino-terminal vacuolar sorting propeptide binding	25.14256258	39.54135283	46.79037232	46.54354014	VSR1
GRMZM2G067601	redox.ascorbate and glutathione	cytochrome b5, putative, expressed	AT2G32720.1	CB5-B (CYTOCHROME B5 ISOFORM B); heme binding	271.343905	78.87290564	29.28171561	50.59268994	CB5-B
GRMZM2G067624	development.unspecified	SBP domain containing protein, expressed	AT1G53160.2	SPL4 (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE 4); DNA binding / transcription factor	2.204142199	0.46044735	0.294862778	0.312858818	SPL4
GRMZM2G067675	signalling.receptor kinases.leucine rich repeat II	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed	AT1G60800.1	NIK3 (NSP-INTERACTING KINASE 3); kinase	8.09843943	3.003267608	1.710958592	1.202916641	NIK3
GRMZM2G067713	stress.biotic	Leucine Rich Repeat family protein	AT4G26090.1	RPS2 (RESISTANT TO P. SYRINGAE 2); protein binding	2.326334914	1.279420736	0.326152238	0.218609487	RPS2
GRMZM2G067727	signalling.receptor kinases.RKF3 like	RKF3, putative, expressed	AT2G48010.1	RKF3 (RECEPTOR-LIKE KINASE IN IN FLOWERS 3); kinase/ receptor signaling protein serine/threonine kinase	7.065305767	7.80307883	2.170008988	1.505522782	RKF3
GRMZM2G067752	cell.organisation	annexin A4, putative, expressed	AT1G68090.1	ANN5; calcium ion binding / calcium-dependent phospholipid binding	19.67560046	56.75710084	63.4770169	63.18509084	ANN5
GRMZM2G067830	protein.degradation.ubiquitin.E3.RING	inhibitor of apoptosis-like protein, putative, expressed	AT3G12920.1	protein binding / zinc ion binding	2.766632968	0.52184033	0.128529929	0.125143527	BRG3
GRMZM2G067853	transport.metal	cadmium/zinc-transporting ATPase HMA1, chloroplast precursor, putative, expressed	AT4G37270.1	HMA1; ATPase/ cadmium-transporting ATPase/ calcium-transporting ATPase/ copper-exporting ATPase/ zinc transporting ATPase	7.176848819	14.65094955	13.79315977	9.875812635	HMA1
GRMZM2G067877	transport.metabolite transporters at the mitochondrial membrane	Grave disease carrier protein, putative, expressed	AT4G01100.1	ADNT1 (ADENINE NUCLEOTIDE TRANSPORTER 1); ADP transmembrane transporter/ AMP transmembrane transporter/ ATP transmembrane transporter/ binding	58.91676072	23.36156259	16.28684866	18.98386373	ADNT1
GRMZM2G067915	hormone metabolism.gibberelin.signal transduction	gibberellin receptor GID1L2, putative, expressed	AT5G23530.1	AtCXE18 (Arabidopsis thaliana carboxyesterase 18); carboxylesterase	38.5830064	3.676676403	6.859692888	7.80681436	CXE18
GRMZM2G067921	hormone metabolism.abscisic acid.induced-regulated-responsive-activated	bZIP transcription factor family protein, expressed	AT3G56850.1	AREB3 (ABA-RESPONSIVE ELEMENT BINDING PROTEIN 3); DNA binding / transcription activator/ transcription factor	1.772793941	0.231929036	0.051411972	0.041714509	AREB3
GRMZM2G067964	not assigned	expressed protein	AT1G48140.1	dolichol-phosphate mannosyltransferase-related	8.946546137	4.131822019	2.794937004	4.577773841	DPMS3
GRMZM2G067985	cell.organisation	actin-7, putative, expressed	AT5G09810.1	ACT7 (ACTIN 7); structural constituent of cytoskeleton	351.8805729	160.814636	83.88693299	70.44627343	ACT7
GRMZM2G068151	protein.postranslational modification	serine/threonine-protein kinase NAK, putative, expressed	AT3G08760.1	ATSIK; ATP binding / kinase/ protein kinase/ protein tyrosine kinase	6.558790845	4.666783681	2.786576867	2.686066598	ATSIK
GRMZM2G068193	cell.division	cell division control protein 2 homolog D, putative, expressed	AT1G76540.1	CDKB2;1 (cyclin-dependent kinase B2;1); cyclin-dependent protein kinase/ kinase/ protein binding	32.53476676	0.168480134	1.372508933	1.287862936	CDKB2
GRMZM2G068202	hormone metabolism.gibberelin.induced-regulated-responsive-activated	gibberellin-regulated protein 2 precursor, putative, expressed	AT4G09600.1	GASA3 (GAST1 PROTEIN HOMOLOG 3)	4.771442532	0.536450033	0	0.30875306	GASA3
GRMZM2G068212	transport.sulphate	sulfate transporter 4.1, chloroplast precursor, putative, expressed	AT5G13550.1	SULTR4;1; sulfate transmembrane transporter	7.150388836	17.83686904	22.23280807	20.64255473	SULTR4
GRMZM2G068217	transport.metal	ethylene-insensitive protein 2, putative, expressed	AT5G03280.1	EIN2 (ETHYLENE INSENSITIVE 2); transporter	20.78658869	17.75775792	24.67055588	21.20743897	EIN2
GRMZM2G068259	transport.p- and v-ATPases	plasma membrane ATPase 1, putative, expressed	AT5G62670.1	AHA11 (Arabidopsis H(+)-ATPase 11); ATPase	47.6816197	11.10909449	5.165186988	6.017819091	HA11
GRMZM2G068277	not assigned	expressed protein	AT1G50710.1	unknown protein	23.73762417	16.7168758	5.529507158	3.170385459	08/04/13
GRMZM2G068294	protein.degradation.ubiquitin.E3.SCF.FBOX	phytochrome A-associated F-box protein, putative, expressed	AT4G02440.1	EID1 (EMPFINDLICHER IM DUNKELROTEN LICHT 1); ubiquitin-protein ligase	19.50984537	11.15901851	14.40709664	11.15213935	EID1
GRMZM2G068316	stress.abiotic.heat	heat shock protein binding protein, putative, expressed	AT5G21430.1	DNAJ heat shock N-terminal domain-containing protein	30.43064843	235.8469074	775.0839972	686.3365312	NdhU
GRMZM2G068330	RNA.regulation of transcription.zf-HD	zinc finger homeodomain protein 1, putative, expressed	AT1G14440.2	AtHB31 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 31); DNA binding / transcription factor	4.78062043	2.443168598	0.258665049	0.292950467	HB31
GRMZM2G068350	protein.glycosylation	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1, putative, expressed	AT1G27600.2	glycosyl transferase family 43 protein	3.808490792	2.947995905	0.58905743	0.701985911	IRX9-L
GRMZM2G068398	signalling.receptor kinases.leucine rich repeat XI	receptor protein kinase CLAVATA1 precursor, putative, expressed	AT5G65700.1	BAM1 (BARELY ANY MERISTEM 1); ATP binding / kinase/ protein serine/threonine kinase	6.575739055	0.576376035	0.055114714	0.008130696	BAM1
GRMZM2G068436	protein.degradation.ubiquitin.E3.RING	PIT1, putative, expressed	AT4G02075.1	PIT1 (pitchoun 1); protein binding / zinc ion binding	4.966993456	31.36174835	3.169000217	0.771376496	PIT1
